Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMM_M_R
9336,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9337,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9338,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9339,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9340,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9341,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9342,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9343,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9344,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9345,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9346,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9347,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9348,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9349,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9350,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
9351,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9352,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9353,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9354,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9355,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9356,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9357,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9358,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9359,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9360,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9361,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9362,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
9363,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
9364,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
9365,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
9366,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
9367,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
9368,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
9369,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
9370,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9371,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9372,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
9373,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9374,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
9375,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
9376,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
9377,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
9378,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9379,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9380,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
9381,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9382,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9383,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
9384,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
9385,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
9386,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
9387,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
9388,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9389,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9390,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
9391,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
9392,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
9393,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
9394,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
9395,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
9396,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9397,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
9398,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
9399,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9400,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
9401,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
9402,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9403,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
9404,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9405,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9406,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9407,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9408,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9409,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9410,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9411,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9412,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9413,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9414,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9415,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9416,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9417,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9418,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9419,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9420,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
9421,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
9422,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9423,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
9424,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9425,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9426,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9427,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9428,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9429,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9430,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9431,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9432,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9433,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9434,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
9435,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9436,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9437,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9438,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
9439,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9440,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9441,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9442,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
9443,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9444,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9445,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9446,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9447,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9448,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
9449,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9450,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9451,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9452,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9453,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9454,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
9455,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9456,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
9457,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9458,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9459,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9460,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9461,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9462,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9463,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9464,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9465,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9466,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9467,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9468,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9469,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
9470,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
9471,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9472,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9473,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9474,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9475,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9476,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
9477,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9478,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9479,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9480,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
9481,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9482,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
9483,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9484,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
9485,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
9486,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
9487,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
9488,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
9489,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
9490,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
9491,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
9492,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
9493,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
9494,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
9495,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
9496,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
9497,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
9498,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
9499,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
9500,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
9501,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
9502,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
9503,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
9504,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
9505,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
9506,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9507,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
9508,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
9509,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
9510,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
9511,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
9512,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9513,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
9514,Forest,NULL,Water,NULL,Water,Water,NULL,Wetland
9515,Forest,NULL,Water,NULL,Water,Water,NULL,Water
9516,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
9517,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
9518,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
9519,Forest,NULL,Water,NULL,Water,Water,Water,Forest
9520,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
9521,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
9522,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
9523,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
9524,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
9525,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
9526,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
9527,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
9528,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
9529,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
9530,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
9531,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
9532,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
9533,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
9534,Forest,NULL,Water,Water,Water,NULL,NULL,Water
9535,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
9536,Forest,NULL,Water,Water,Water,Shrubland,NULL,Water
9537,Forest,NULL,Water,Water,Water,Grassland,NULL,Water
9538,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
9539,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
9540,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
9541,Forest,NULL,Water,Water,Water,Wetland,NULL,Water
9542,Forest,NULL,Water,Water,Water,Wetland,NULL,Forest
9543,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
9544,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
9545,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
9546,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
9547,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
9548,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
9549,Forest,NULL,Water,Water,Water,Water,NULL,Water
9550,Forest,NULL,Water,Water,Water,Water,NULL,Forest
9551,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
9552,Forest,NULL,Water,Water,Water,Water,Wetland,Water
9553,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
9554,Forest,NULL,Water,Water,Water,Water,Water,Forest
9555,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9556,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9557,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9558,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9559,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9560,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
9561,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9562,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9563,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9564,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9565,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9566,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9567,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9568,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9569,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9574,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9575,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9576,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9577,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9578,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9579,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9580,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9581,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9582,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9583,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9584,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9585,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
9586,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9587,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9588,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9589,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9590,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9591,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9592,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9593,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9594,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9595,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9596,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9597,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9598,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9599,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9600,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9601,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9602,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9603,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9604,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9605,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9606,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9607,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9608,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9609,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9610,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9611,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9612,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9613,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9614,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9615,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9616,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9617,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9618,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9619,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9620,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9621,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9622,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9623,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
9624,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9625,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9626,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9627,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
9628,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9629,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9630,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9631,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9632,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9633,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9634,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9635,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9636,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9637,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9638,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9639,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9640,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9641,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9642,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9643,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9644,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9645,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9646,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
9647,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9648,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9649,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9650,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9651,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
9652,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9653,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9654,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9655,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9656,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9657,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9658,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9659,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9660,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
9661,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9662,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9663,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9664,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9665,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9666,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9667,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9668,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9669,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9670,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9671,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
9672,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
9673,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9674,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9675,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9676,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9677,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9678,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9679,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9680,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
