Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R
6144,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6145,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6146,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6147,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6148,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
6149,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6150,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6151,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
6152,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6153,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6154,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6155,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6156,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6157,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
6158,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6159,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6160,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6161,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6162,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6163,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6164,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6165,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6166,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6167,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
6168,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6169,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6170,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6171,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6172,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6173,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6174,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6175,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
6176,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
6177,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6178,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
6179,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6180,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6181,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6182,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6183,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6184,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6185,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6186,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6187,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6188,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6189,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6190,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6191,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6192,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
6193,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6194,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
6195,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6196,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6197,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6198,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6199,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6200,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6201,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
6202,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
6203,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
6204,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6205,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6206,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6207,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6208,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6209,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6210,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6211,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
6212,Grassland,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
6213,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6214,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
6215,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6216,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6217,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6218,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
6219,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6220,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
6221,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6222,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6223,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6224,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6225,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6226,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6227,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6228,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6229,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6230,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6231,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6232,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6233,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6234,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6235,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6236,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6237,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6238,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6239,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6240,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
6241,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6242,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6243,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6244,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6245,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
6246,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6247,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6248,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6249,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
6250,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6251,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6252,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6253,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6254,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6255,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6256,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6257,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6258,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6259,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6260,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6261,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6262,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
6263,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6264,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6265,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6266,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6267,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
6268,Grassland,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6269,Grassland,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
6270,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
6271,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
6272,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6273,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6274,Grassland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
6275,Grassland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6276,Grassland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6277,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
6278,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
6279,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6280,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
6281,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6282,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
6283,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6284,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6285,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6286,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6287,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6288,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6289,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
6290,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
6291,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6292,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
6293,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6294,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
6295,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6296,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
6297,Grassland,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
6298,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
6299,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
6300,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6301,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
6302,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6303,Grassland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6304,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6305,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6306,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
6307,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6308,Grassland,Water,Water,NULL,Water,NULL,Shrubland,Wetland
6309,Grassland,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
6310,Grassland,Water,Water,NULL,Water,Grassland,Shrubland,Wetland
6311,Grassland,Water,Water,NULL,Water,Grassland,Forest,Grassland
6312,Grassland,Water,Water,NULL,Water,Grassland,Forest,Wetland
6313,Grassland,Water,Water,NULL,Water,Forest,Shrubland,Wetland
6314,Grassland,Water,Water,Non_Water,Water,Grassland,NULL,Cropland
6315,Grassland,Water,Water,Non_Water,Water,Grassland,Shrubland,Wetland
6316,Grassland,Water,Water,Non_Water,Water,Grassland,Water,NULL
6317,Grassland,Water,Water,Non_Water,Water,Grassland,Forest,Wetland
6318,Grassland,Water,Water,Non_Water,Water,Water,NULL,Grassland
6319,Grassland,Water,Water,Water,Water,NULL,Water,Water
6320,Grassland,Water,Water,Water,Water,Water,NULL,Grassland
6321,Grassland,Water,Water,Water,Water,Water,Water,Grassland
6322,Grassland,Water,Water,Water,Water,Forest,Water,Water
6323,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6324,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
6325,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6326,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6327,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6328,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6329,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6330,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6331,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6332,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6333,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6334,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6335,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6336,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6337,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
6338,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6339,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
6340,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6341,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6342,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6343,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
6344,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6345,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6346,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6347,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6348,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6349,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
6350,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6351,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
6352,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
6353,Grassland,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6354,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6355,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6356,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6357,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6358,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6359,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6360,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6361,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6362,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
6363,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6364,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6365,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6366,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6367,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
6368,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6369,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6370,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6371,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6372,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6373,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6374,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6375,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
6376,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6377,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6378,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6379,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6380,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6381,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6382,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6383,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6384,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6385,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6386,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6387,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6388,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6389,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
6390,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6391,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6392,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6393,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6394,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6395,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6396,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6397,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6398,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6399,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6400,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6401,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6402,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6403,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6404,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6405,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6406,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6407,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6408,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6409,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6410,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6411,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6412,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6413,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6414,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6415,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6416,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6417,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6418,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6419,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6420,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6421,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6422,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6423,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6424,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6425,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6426,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6427,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6428,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6429,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6430,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6431,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6432,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
6433,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6434,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6435,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6436,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6437,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6438,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6439,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6440,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6441,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6442,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6443,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6444,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6445,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6446,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6447,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6448,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6449,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6450,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6451,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6452,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6453,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
