Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRS_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
408,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
410,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
411,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
412,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
413,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
414,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
415,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
416,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
417,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
418,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
419,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
420,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
421,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
422,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
425,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
445,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
608,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
611,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
614,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
655,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
656,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
657,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
658,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
659,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
660,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
661,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
