Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R
11295,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11296,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11297,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11298,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
11299,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
11300,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
11301,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
11302,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
11303,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
11304,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
11305,Forest,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
11306,Forest,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
11307,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
11308,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
11309,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
11310,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
11311,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
11312,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
11313,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
11314,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
11315,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
11316,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
11317,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
11318,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
11319,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
11320,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
11321,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
11322,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
11323,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11324,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
11325,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11326,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
11327,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
11328,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
11329,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
11330,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
11331,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
11332,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
11333,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
11334,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
11335,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
11336,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
11337,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
11338,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
11339,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
11340,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
11341,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
11342,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
11343,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
11344,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
11345,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
11346,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
11347,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
11348,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Wetland
11349,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
11350,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
11351,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11352,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
11353,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11354,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11355,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
11356,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11357,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11358,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
11359,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11360,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11361,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11362,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
11363,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11364,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11365,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
11366,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11367,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11368,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
11369,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11370,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11371,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11372,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11373,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11374,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11375,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11376,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
11377,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11378,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11379,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11380,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11381,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11382,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
11383,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11384,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11385,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11386,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11387,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
11388,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11389,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11390,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
11391,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11392,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11393,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11394,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11395,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11396,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11397,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
11398,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
11399,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11400,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
11401,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11402,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11403,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11404,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
11405,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11406,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11407,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11408,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11409,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
11410,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11411,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11412,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
11413,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11414,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11415,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11416,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11417,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11418,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11419,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11420,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
11421,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
11422,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11423,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11424,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11425,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11426,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11427,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
11428,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
11429,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
11430,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11431,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11432,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11433,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
11434,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11435,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11436,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11437,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11438,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11439,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11440,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
11441,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11442,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11443,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11444,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
11445,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11446,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11447,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
11448,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
11449,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11450,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
11451,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
11452,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
11453,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11454,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
11455,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
11456,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
11457,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
11458,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
11459,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11460,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
11461,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11462,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11463,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
11464,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11465,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11466,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
11467,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Water
11468,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11469,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
11470,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11471,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
11472,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11473,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
11474,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
11475,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11476,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11477,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
11478,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11479,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11480,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11481,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11482,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11483,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
11484,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11485,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11486,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11487,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11488,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
11489,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11490,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
11491,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11492,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
11493,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
11494,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
11495,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11496,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11497,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11498,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
11499,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11500,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11501,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11502,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11503,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
11504,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
11505,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11506,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
11507,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
11508,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
11509,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11510,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
11511,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
11512,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
11513,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
11514,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11515,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
11516,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11517,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11518,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11519,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11520,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11521,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
11522,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
11523,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
11524,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
11525,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11526,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11527,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
11528,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11529,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
11530,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
11531,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
11532,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Wetland
11533,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
11534,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
11535,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
11536,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
11537,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11538,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
11539,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
11540,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Wetland
11541,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
11542,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
11543,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Water
11544,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
11545,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
11546,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11547,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11548,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11549,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11550,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11551,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11552,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11553,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
11554,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11555,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11556,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11557,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11558,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11559,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
11560,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11561,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11562,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11563,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
11564,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11565,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11566,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11567,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11568,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11569,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11570,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11571,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11572,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11573,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11574,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11575,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11576,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11577,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11578,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11579,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11580,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11581,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11582,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11583,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11584,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
11585,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
11586,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11587,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11588,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11589,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11590,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11591,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
11592,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11593,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11594,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11595,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
11596,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11597,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11598,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11599,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11600,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11601,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11602,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11603,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11604,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11605,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11606,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11607,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11608,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11609,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11610,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11611,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11612,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11613,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
11614,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11615,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11616,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11617,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
11618,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11619,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11620,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
11621,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11622,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11623,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11624,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11625,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11626,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11627,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
