Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R
9454,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9455,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9456,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9457,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9458,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9459,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9460,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9461,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
9462,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9463,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
9464,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9465,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9466,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9467,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9468,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9469,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9470,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9471,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9472,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9473,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9474,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9475,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9476,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9477,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9478,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9479,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9480,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9481,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9482,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9483,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9484,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9485,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9486,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9487,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9488,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9489,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9490,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
9491,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9492,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9493,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9494,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9495,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9496,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9497,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
9498,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9499,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9500,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9501,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
9502,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9503,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9504,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
9505,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
9506,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
9507,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9508,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9509,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9510,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9511,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9512,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9513,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9514,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9515,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
9516,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9517,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9518,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9519,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9520,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9521,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9522,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
9523,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9524,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9525,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9526,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
9528,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
9529,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9530,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9531,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9532,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9533,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9534,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9535,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
9536,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
9537,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9538,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9539,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9540,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
9541,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9542,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9543,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
9544,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
9545,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9546,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9547,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9548,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9549,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
9553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
9561,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9562,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9563,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9564,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
9566,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9573,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9574,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9575,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9576,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9577,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9578,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9579,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9580,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9581,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9582,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9583,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9584,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
9585,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9586,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9587,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9588,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
9589,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9590,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9591,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9592,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9593,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
9594,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9595,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9596,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9597,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9598,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9599,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9600,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9601,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9602,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9603,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
9604,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9605,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
9606,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
9607,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9608,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
9609,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9610,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9611,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9612,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9613,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9614,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9615,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9616,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9617,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
9618,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
9619,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9620,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9621,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9622,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
9623,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
9624,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9625,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9626,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9627,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9628,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9629,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9630,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9631,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9632,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9633,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9634,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9635,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9636,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9637,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9638,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9639,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9640,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
9641,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9642,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9643,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9644,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9645,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9646,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9647,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9648,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9649,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9650,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9651,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9652,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9653,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9654,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9655,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9656,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9657,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9658,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9659,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9660,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9661,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9662,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9663,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9664,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9665,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
9666,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9667,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9668,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9669,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9670,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9671,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9672,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9673,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9674,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9675,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9676,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9677,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9678,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9679,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9680,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9681,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9682,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9683,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9684,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9685,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9686,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9687,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9688,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9689,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9690,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9691,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9692,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9693,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9694,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9695,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9696,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9697,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9698,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9699,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9700,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9701,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9702,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9703,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9704,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9705,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9706,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9707,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9708,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9709,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9710,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9711,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9712,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9713,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9714,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9715,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9716,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9717,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9718,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9719,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9720,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9721,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9722,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9723,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9724,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9725,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9726,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9727,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9728,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9729,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9730,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9731,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9732,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9733,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9734,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9735,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9736,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9737,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9738,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9739,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9740,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9741,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9742,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9743,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9744,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9745,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
9746,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9747,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9748,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9749,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9750,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
9751,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9752,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9753,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9754,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9755,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9756,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9757,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9758,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9759,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9760,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9761,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9762,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
9763,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9764,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9765,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9766,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9767,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9768,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9769,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9770,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9771,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9772,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
9773,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9774,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9775,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9776,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
9777,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9778,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
