Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGB_M_R
2301,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2302,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2303,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2304,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2305,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2306,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2307,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
2308,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2309,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2310,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2311,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2312,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2313,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2314,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2315,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2316,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2317,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2318,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2319,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
2320,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2321,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2322,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
2323,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2324,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2325,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2326,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2327,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2328,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2329,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2330,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2331,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2332,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2333,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2334,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2335,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2336,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2337,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2338,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2339,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2340,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2341,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2342,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2343,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2344,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2345,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
2346,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2347,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2348,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
2349,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2350,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2351,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2352,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2353,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2354,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2355,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2356,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2357,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2358,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2359,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2360,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
2361,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2362,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2363,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2364,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2365,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2366,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2367,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
2368,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
2369,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2370,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2371,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2372,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2373,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2374,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2375,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2376,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2377,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2378,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2379,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2380,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2381,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Water
2382,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
2383,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2384,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
2385,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2386,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2387,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2388,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2389,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2390,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2391,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2392,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2393,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2394,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2395,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
2396,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2397,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2398,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2399,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2400,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
2401,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2402,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2403,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2404,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2405,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2406,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2407,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
2408,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2409,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2410,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2411,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
2412,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
2413,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2414,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
2415,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2416,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2417,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2418,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
2419,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2420,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
2421,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2422,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2423,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2424,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2425,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2426,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2427,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2428,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,NULL
2429,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
2430,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
2431,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2432,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
2433,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
2434,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2435,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
2436,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
2437,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2438,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2439,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2440,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2441,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
2442,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
2443,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2444,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
2445,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Water
2446,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Forest
2447,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Water
2448,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,NULL,Forest
2449,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
2450,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2451,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2452,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
2453,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
2454,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2455,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2456,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
2457,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
2458,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
2459,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
2460,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2461,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2462,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Built-up
2463,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
2464,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
2465,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
2466,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2467,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
2468,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2469,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2470,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2471,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Built-up
2472,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
2473,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
2474,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
2475,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Forest
2476,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2477,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
2478,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2479,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2480,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Water
2481,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
2482,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2483,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2484,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2485,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
2486,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2487,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
2488,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Cropland
2489,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Built-up
2490,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Forest
2491,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,NULL,Forest
2492,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
2493,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
2494,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
2495,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2496,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2497,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2498,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2499,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
2500,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2501,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
2502,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
2503,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
2504,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2505,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
2506,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Built-up
2507,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2508,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2509,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2510,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2511,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2512,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2513,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2514,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2515,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Water
2516,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
2517,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2518,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
2519,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2520,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2521,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2522,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
2523,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
2524,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
2525,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2526,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
2527,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2528,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2529,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2530,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
2531,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2532,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2533,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2534,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2535,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2536,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2537,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2538,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2539,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2540,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2541,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2542,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2543,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2544,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2545,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2546,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2547,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2548,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2549,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2550,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2551,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2552,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
2553,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2554,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2555,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2556,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2557,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2558,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2559,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
2560,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2561,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2562,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
2563,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2564,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2565,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2566,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2567,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
2568,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2569,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2570,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2571,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2572,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
2573,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2574,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2575,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2576,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2577,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2578,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2579,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2580,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2581,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2582,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2583,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2584,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2585,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2586,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2587,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2588,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2589,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2590,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2591,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2592,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2593,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2594,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2595,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2596,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2597,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2598,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
2599,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2600,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2601,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
2602,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2603,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
2604,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
2605,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
2606,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
2607,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Forest
2608,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
2609,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2610,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2611,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2612,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2613,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2614,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
2615,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
2616,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
2617,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2618,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2619,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
