Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCP_M_R
9835,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9845,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9846,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9847,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9848,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
9854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9860,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9861,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9862,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9863,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9864,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9865,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9866,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9867,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9868,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9869,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9871,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9872,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9873,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9874,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9875,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9876,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9877,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9878,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9880,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9881,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9883,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9884,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9885,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9886,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9887,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9888,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9889,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9890,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9891,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9892,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9893,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9894,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9895,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9896,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9897,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9898,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9899,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9900,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9901,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9902,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9903,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9904,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9905,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9906,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9907,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9908,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9909,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9910,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9911,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9912,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9913,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9914,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9915,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9916,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9917,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9918,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
9919,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9920,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9921,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9922,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9923,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9924,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9925,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9926,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9927,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9928,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9929,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9930,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9931,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9932,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9933,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9934,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9935,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9936,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9937,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9938,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
9939,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9940,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9941,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9942,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9943,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9944,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9945,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9946,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9947,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9948,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9949,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9950,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9951,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9952,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9953,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9954,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9955,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9956,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Cropland
9957,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9958,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9959,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9960,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9961,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9962,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9963,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9964,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9965,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9966,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9967,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9968,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9969,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9970,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
9971,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9972,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9973,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9974,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9975,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9976,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9977,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9978,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9979,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9980,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9981,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9982,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9983,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9984,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9985,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9986,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9987,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9988,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9989,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9990,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9991,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9992,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9993,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
9994,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9995,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9996,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9997,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9998,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9999,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10000,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10001,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
10002,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10003,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10004,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10005,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10006,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10007,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10008,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10009,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10010,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10011,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
10012,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10013,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10014,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10015,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10016,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10017,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10018,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10019,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10020,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10021,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10022,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10023,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10024,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10025,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
10026,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10027,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10028,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10029,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10030,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10031,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10032,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10033,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10034,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10035,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10036,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10037,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10038,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10039,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10040,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10041,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10042,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10043,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10044,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10045,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10046,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10047,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10048,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10049,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10050,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10051,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
10052,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
10053,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10054,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10055,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10056,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10057,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10058,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10059,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10060,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
10061,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10062,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10063,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10064,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10065,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10066,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
10067,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10068,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10069,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10070,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10071,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10072,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10073,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10074,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10075,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10076,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10077,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
10078,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10079,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10080,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
10081,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
10082,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10083,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10084,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10085,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10086,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10087,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10088,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10089,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10090,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10091,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10092,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10093,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10094,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10095,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10096,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10097,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
10098,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10099,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10100,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10101,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10102,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10103,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
10104,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10105,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10106,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10107,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10108,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10109,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10110,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10111,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10112,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10113,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10114,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10115,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10116,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10117,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10118,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
10119,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10120,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10121,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10122,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10123,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10124,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10125,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10126,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10127,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10128,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Forest
10129,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
10130,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10131,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10132,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10133,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
10134,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10135,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10136,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10137,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10138,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10139,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10140,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
10141,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10142,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
10143,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10144,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10145,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10146,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10147,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10148,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
10149,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
