Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUB_M_R
2388,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2389,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2390,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2391,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2392,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2393,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2394,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2395,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
2396,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2397,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2398,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2399,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2400,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2401,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2402,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2403,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2404,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2405,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2406,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2407,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2408,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2409,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2410,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2411,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2412,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2413,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2414,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2415,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2416,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2417,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2418,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2419,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2420,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2421,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2422,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2423,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
2424,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
2425,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2426,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
2427,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
2428,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
2429,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2430,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
2431,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
2432,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Forest
2433,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2434,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
2435,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
2436,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2437,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
2438,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
2439,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
2440,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
2441,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Cropland
2442,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
2443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2445,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2446,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2447,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2460,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2466,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2467,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2497,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2498,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2499,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2500,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2501,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2502,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2503,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2504,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2508,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2509,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2510,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2511,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2512,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2513,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
2514,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
2515,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2516,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
2517,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
2518,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2519,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
2520,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
2521,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2522,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
2523,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2524,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2525,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2526,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
2527,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2528,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
2529,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
2530,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2531,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2532,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2533,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2534,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2535,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2536,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2537,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2538,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2539,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2540,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2541,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2542,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2543,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2544,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
2545,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2546,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2547,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2548,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2549,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2550,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2551,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2552,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2553,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2554,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2555,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2556,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2557,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2558,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2559,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2560,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2561,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2562,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2563,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2564,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2565,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2566,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2567,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2568,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2569,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2570,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2571,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2572,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2573,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2574,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2575,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
2581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2583,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2584,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2585,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2586,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2587,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2588,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2589,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2590,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
2591,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2592,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2593,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2594,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2595,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2596,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2597,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2598,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2599,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2600,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2601,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2602,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2603,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2604,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2605,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2606,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2607,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2611,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2612,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2613,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2614,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2615,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2616,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2617,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2618,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2619,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2620,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2621,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2622,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2623,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2624,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2625,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2626,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2627,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2628,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2629,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2630,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2631,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2632,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2633,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2634,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2635,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2636,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2637,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2638,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
2639,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2640,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
2641,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
2642,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2643,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2644,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2645,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
2646,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2647,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2648,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2649,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2650,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2651,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
2652,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
2653,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2654,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
2655,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
2656,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
2657,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
2658,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2659,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2660,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
2661,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2662,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2663,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2664,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2665,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2666,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Bareland
2667,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
2668,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2669,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2670,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2671,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2672,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2673,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2674,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2675,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
2676,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2677,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2678,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
2679,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2680,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2681,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2682,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2683,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2684,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2685,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2686,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
