,WorldCover_2021,ESRI_Annual_LULC_2024,GLC_FCS30D_2022,GWL_FCS30D_2022,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id,MapBiomas_Collection10_2024,MapBiomas_10mbeta_2023
43,538,429,528,543,260,473,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTB_M_R': 473, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R': 429, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R': 528, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R': 260, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTB_M_R': 543, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R': 538}",18MTB,,
44,2529,1972,2344,2602,1717,2203,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWQ_M_R': 2203, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWQ_M_R': 1972, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWQ_M_R': 2344, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWQ_M_R': 1717, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWQ_M_R': 2602, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWQ_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWQ_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LWQ_M_R': 2529}",18LWQ,0.0,0.0
45,2083,1554,1877,2103,1383,1746,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R': 1746, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R': 1554, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R': 1877, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R': 1383, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R': 2103, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXP_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXP_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R': 2083}",18LXP,0.0,0.0
46,1216,965,1203,1243,724,1042,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTA_M_R': 1042, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTA_M_R': 965, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTA_M_R': 1203, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTA_M_R': 724, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTA_M_R': 1243, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTA_M_R': 1216}",18MTA,,
47,2034,1655,2233,2293,1029,1809,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R': 1809, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R': 1655, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R': 2233, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R': 1029, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTS_M_R': 2293, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTS_M_R': 2034}",18MTS,,
48,1392,1076,1369,1400,859,1149,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTC_M_R': 1149, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTC_M_R': 1076, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTC_M_R': 1369, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTC_M_R': 859, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTC_M_R': 1400, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTC_M_R': 1392}",18MTC,,
49,1470,1186,1449,1479,870,1251,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTD_M_R': 1251, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTD_M_R': 1186, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTD_M_R': 1449, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTD_M_R': 870, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTD_M_R': 1479, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTD_M_R': 1470}",18MTD,,
50,1816,1521,1829,1882,827,1554,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R': 1554, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R': 1521, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R': 1829, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R': 827, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R': 1882, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R': 1816}",18MTU,,
51,1753,1405,1792,1831,880,1457,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTT_M_R': 1457, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTT_M_R': 1405, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTT_M_R': 1792, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTT_M_R': 880, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTT_M_R': 1831, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTT_M_R': 1753}",18MTT,,
52,1030,814,1045,1067,635,840,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUB_M_R': 840, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUB_M_R': 814, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUB_M_R': 1045, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUB_M_R': 635, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUB_M_R': 1067, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUB_M_R': 1030}",18MUB,,
53,822,641,857,865,504,720,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUA_M_R': 720, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUA_M_R': 641, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUA_M_R': 857, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUA_M_R': 504, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUA_M_R': 865, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUA_M_R': 822}",18MUA,,
54,2571,2033,2575,2624,1570,2246,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUU_M_R': 2246, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUU_M_R': 2033, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R': 2575, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R': 1570, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R': 2624, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R': 2571}",18MUU,,
55,606,473,597,616,314,492,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUC_M_R': 492, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUC_M_R': 473, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUC_M_R': 597, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUC_M_R': 314, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUC_M_R': 616, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUC_M_R': 606}",18MUC,,
56,1302,1035,1301,1337,757,1146,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTV_M_R': 1146, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R': 1035, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R': 1301, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R': 757, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R': 1337, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R': 1302}",18MTV,,
57,476,431,469,484,256,413,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUD_M_R': 413, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUD_M_R': 431, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUD_M_R': 469, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUD_M_R': 256, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUD_M_R': 484, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUD_M_R': 476}",18MUD,,
58,1520,1176,1325,1523,911,1250,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R': 1250, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R': 1176, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R': 1325, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R': 911, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R': 1523, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYN_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYN_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R': 1520}",18LYN,0.0,0.0
59,2678,2089,2680,2711,1578,2155,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R': 2155, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R': 2089, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R': 2680, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R': 1578, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R': 2711, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R': 2678}",18MUT,,
60,2118,1643,2114,2153,1272,1741,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUS_M_R': 1741, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R': 1643, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R': 2114, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R': 1272, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R': 2153, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R': 2118}",18MUS,,
61,2111,1633,1911,2144,1377,1689,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWP_M_R': 1689, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R': 1633, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R': 1911, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R': 1377, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R': 2144, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWP_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWP_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R': 2111}",18LWP,0.0,0.0
62,1476,1189,1514,1540,950,1295,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUV_M_R': 1295, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUV_M_R': 1189, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUV_M_R': 1514, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUV_M_R': 950, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUV_M_R': 1540, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MUV_M_R': 1476}",18MUV,,
63,522,434,521,541,212,401,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVA_M_R': 401, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVA_M_R': 434, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVA_M_R': 521, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVA_M_R': 212, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVA_M_R': 541, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVA_M_R': 522}",18MVA,,
64,413,344,396,415,211,353,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVC_M_R': 353, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVC_M_R': 344, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVC_M_R': 396, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVC_M_R': 211, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVC_M_R': 415, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVC_M_R': 413}",18MVC,,
65,407,344,402,417,206,338,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVB_M_R': 338, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVB_M_R': 344, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVB_M_R': 402, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVB_M_R': 206, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVB_M_R': 417, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVB_M_R': 407}",18MVB,,
66,705,591,696,722,452,619,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVD_M_R': 619, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVD_M_R': 591, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVD_M_R': 696, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVD_M_R': 452, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVD_M_R': 722, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVD_M_R': 705}",18MVD,,
67,1719,1300,1696,1744,1162,1472,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVU_M_R': 1472, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVU_M_R': 1300, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVU_M_R': 1696, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVU_M_R': 1162, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVU_M_R': 1744, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVU_M_R': 1719}",18MVU,,
68,2013,1556,1980,2033,1383,1693,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVT_M_R': 1693, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVT_M_R': 1556, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVT_M_R': 1980, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVT_M_R': 1383, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVT_M_R': 2033, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVT_M_R': 2013}",18MVT,,
69,7036,5919,6158,7052,3598,5867,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R': 5867, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R': 5919, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R': 6158, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R': 3598, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R': 7052, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R': 6456, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYR_M_R': 6831, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LYR_M_R': 7036}",18LYR,6831.0,6456.0
70,2082,1618,1978,2115,1368,1768,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R': 1768, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R': 1618, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R': 1978, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R': 1368, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R': 2115, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R': 2082}",18MVS,,
71,4363,3702,3812,4364,2325,3710,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R': 3710, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R': 3702, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R': 3812, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R': 2325, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R': 4364, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R': 3500, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYQ_M_R': 3479, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LYQ_M_R': 4363}",18LYQ,3479.0,3500.0
72,1740,1353,1555,1782,1052,1450,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R': 1450, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R': 1353, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R': 1555, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R': 1052, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R': 1782, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZM_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZM_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LZM_M_R': 1740}",18LZM,0.0,0.0
73,715,642,632,721,477,654,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZN_M_R': 654, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZN_M_R': 642, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZN_M_R': 632, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZN_M_R': 477, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZN_M_R': 721, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZN_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZN_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LZN_M_R': 715}",18LZN,0.0,0.0
74,1089,1068,951,1089,700,1054,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZP_M_R': 1054, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZP_M_R': 1068, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZP_M_R': 951, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZP_M_R': 700, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZP_M_R': 1089, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZP_M_R': 435, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZP_M_R': 442, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LZP_M_R': 1089}",18LZP,442.0,435.0
75,1301,993,1290,1337,839,1100,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVV_M_R': 1100, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVV_M_R': 993, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVV_M_R': 1290, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVV_M_R': 839, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVV_M_R': 1337, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MVV_M_R': 1301}",18MVV,,
76,5207,4545,4558,5212,2756,4623,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZQ_M_R': 4623, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZQ_M_R': 4545, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZQ_M_R': 4558, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZQ_M_R': 2756, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZQ_M_R': 5212, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZQ_M_R': 4748, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZQ_M_R': 5078, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LZQ_M_R': 5207}",18LZQ,5078.0,4748.0
77,3214,2475,2913,3351,1615,2723,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZL_M_R': 2723, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZL_M_R': 2475, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZL_M_R': 2913, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R': 1615, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R': 3351, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZL_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZL_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R': 3214}",18LZL,0.0,0.0
78,5952,4818,5243,5958,3282,5208,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZR_M_R': 5208, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZR_M_R': 4818, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZR_M_R': 5243, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZR_M_R': 3282, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZR_M_R': 5958, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZR_M_R': 5480, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZR_M_R': 5918, 'AMAZON_EXTENSION_2024_WorldCover_2021_18LZR_M_R': 5952}",18LZR,5918.0,5480.0
79,673,559,645,700,446,618,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWD_M_R': 618, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWD_M_R': 559, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWD_M_R': 645, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWD_M_R': 446, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWD_M_R': 700, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWD_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWD_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MWD_M_R': 673}",18MWD,0.0,0.0
80,671,558,640,692,476,621,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWC_M_R': 621, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWC_M_R': 558, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWC_M_R': 640, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWC_M_R': 476, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWC_M_R': 692, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWC_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWC_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MWC_M_R': 671}",18MWC,0.0,0.0
81,401,361,379,414,239,362,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWB_M_R': 362, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWB_M_R': 361, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWB_M_R': 379, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWB_M_R': 239, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWB_M_R': 414, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWB_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWB_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MWB_M_R': 401}",18MWB,0.0,0.0
82,1347,1058,1287,1390,924,1144,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWA_M_R': 1144, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWA_M_R': 1058, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWA_M_R': 1287, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWA_M_R': 924, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWA_M_R': 1390, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWA_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWA_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MWA_M_R': 1347}",18MWA,0.0,0.0
83,1324,1004,1232,1342,916,1145,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXB_M_R': 1145, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXB_M_R': 1004, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXB_M_R': 1232, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXB_M_R': 916, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXB_M_R': 1342, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXB_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXB_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MXB_M_R': 1324}",18MXB,0.0,0.0
84,576,475,550,598,360,552,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXD_M_R': 552, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXD_M_R': 475, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXD_M_R': 550, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXD_M_R': 360, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXD_M_R': 598, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXD_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXD_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_18MXD_M_R': 576}",18MXD,0.0,0.0
