Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKR_M_R
8755,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8756,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8757,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8758,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8759,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8760,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8761,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8762,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8763,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8764,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8765,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8766,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8767,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8768,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
8769,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8770,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8771,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8772,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8773,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8774,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8775,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8776,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
8777,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
8778,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8779,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
8780,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8781,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8782,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
8783,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8784,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8785,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8786,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8787,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8788,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8789,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8790,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
8791,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8792,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8793,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8794,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8795,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8796,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8797,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8798,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
8799,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8800,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8801,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8802,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8803,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8804,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
8805,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8806,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8807,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
8808,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
8809,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8810,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8811,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8812,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8813,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8814,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8815,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8816,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8817,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8818,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8819,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8820,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8821,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8822,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8823,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8824,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8825,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8826,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
8827,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8828,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8829,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8830,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8831,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8832,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8833,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8834,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8835,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8836,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8837,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
8838,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
8839,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8840,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
8841,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
8842,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8843,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8844,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8845,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
8846,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8862,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8863,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8864,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8865,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8866,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8867,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8868,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8869,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8870,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8871,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8872,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8873,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8874,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8875,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8876,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8877,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8878,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8879,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8880,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8884,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
8885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8886,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8887,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8888,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8889,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8890,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8891,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8892,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8893,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8894,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8895,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8896,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8897,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8898,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8899,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8900,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8901,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8902,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8903,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8904,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8905,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8906,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8907,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
8908,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
8909,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8910,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8911,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8912,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8913,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
8914,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8915,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
8916,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8917,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
8918,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8919,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8920,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8921,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8922,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8923,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8924,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8925,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8926,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8927,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
8928,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8929,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
8930,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8931,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
8932,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
8933,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
8934,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8935,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8936,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8937,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8938,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8939,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8940,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8941,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8942,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8943,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8944,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
8945,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8946,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8947,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8948,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8949,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8950,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
8951,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8952,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8953,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8954,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
8955,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
8956,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8957,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
8958,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8959,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8960,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
8961,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8962,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
8963,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8964,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8965,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8966,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8967,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8968,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8969,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
8970,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8971,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
8972,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8973,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8974,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8975,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
8976,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8977,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8978,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8979,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8980,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8981,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8982,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
8983,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8984,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8985,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8986,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8987,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8988,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8989,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8990,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8991,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8992,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
8993,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
8994,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8995,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8996,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8997,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8998,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8999,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9000,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9001,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9002,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9003,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9004,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9005,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9006,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9007,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9008,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9009,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9010,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
9011,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9012,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
9013,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9014,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9015,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
9016,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
9017,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
9018,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
9019,Forest,Built-up,Water,Non_Water,Water,Grassland,Wetland,Forest
9020,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9021,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9022,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9023,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9024,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9025,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
9026,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9027,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9028,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9029,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9030,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
9031,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9032,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9033,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9034,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
9035,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
9036,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9037,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9038,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9039,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9040,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
9041,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9042,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9043,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
9044,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
9045,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
9046,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9047,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
9048,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9049,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9050,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9051,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
9052,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9053,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
9054,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9055,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9056,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9057,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9058,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9059,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9060,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9061,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9062,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
9063,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9064,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9065,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9066,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9067,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9068,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
9069,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9070,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9071,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9072,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9073,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9074,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9075,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9076,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
