Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LND_M_R
15671,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15672,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15673,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
15674,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15675,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15677,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15678,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15679,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15680,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
15681,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15682,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
15683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15684,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
15685,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15686,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15687,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15688,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15689,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15690,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15691,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15692,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15694,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15695,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15696,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15697,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15698,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15699,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15700,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15701,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15702,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15703,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
15704,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
15705,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15706,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15707,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
15708,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15709,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15710,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
15711,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
15712,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15713,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
15714,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15715,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
15716,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15717,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15718,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15719,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
15720,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
15721,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Forest,Forest
15722,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
15723,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
15724,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15725,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15726,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15727,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15728,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15729,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15730,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15731,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15732,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15733,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15734,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15735,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15736,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
15737,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15738,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15739,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15740,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15741,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
15742,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15743,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
15744,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15745,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
15746,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15747,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15748,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15749,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
15750,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
15751,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15752,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15753,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15754,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15755,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15756,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
15757,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15758,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15759,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15760,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15761,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15762,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15763,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15764,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15765,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15766,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15767,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15768,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
15769,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15770,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15771,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15772,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15773,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15774,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15775,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15776,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
15777,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15778,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
15779,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15780,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
15781,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
15782,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15783,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15784,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15785,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15786,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
15787,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
15788,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
15789,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15790,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15791,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15792,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15793,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15794,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
15795,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15796,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15797,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15798,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15799,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15800,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15801,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15802,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15803,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15804,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15805,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15806,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15807,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15808,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
15809,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15810,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15811,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
15812,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15814,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15815,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15816,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
15817,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15818,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15819,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
15820,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
15821,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15822,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15823,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
15824,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
15825,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
15826,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15827,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15828,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
15829,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
15830,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
15831,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
15832,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
15833,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15834,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15835,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
15836,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
15837,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15838,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15839,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
15840,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15841,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15842,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15843,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15844,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15845,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15846,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15847,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15848,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15849,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15850,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15851,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15852,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15853,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
15854,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15855,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
15856,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15857,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,NULL
15858,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
15859,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
15860,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
15861,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Built-up
15862,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
15863,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
15864,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
15865,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
15866,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
15867,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15868,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15869,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15870,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15871,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15872,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15873,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15874,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
15875,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
15876,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15877,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15878,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15879,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15880,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15881,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15882,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15883,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
15884,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
15885,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15886,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15887,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15888,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15889,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
15890,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15891,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15892,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15893,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15894,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
15895,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15896,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15897,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
15898,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
15899,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15900,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15901,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
15902,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15903,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
15904,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
15905,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15906,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15907,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15908,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15909,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15910,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15911,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15912,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15913,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15914,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15915,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15916,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15917,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15918,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
15919,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15920,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
15921,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15922,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15923,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15924,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15925,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15926,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15927,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15928,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15929,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15930,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
15931,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15932,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15933,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15934,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15935,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
15936,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
15937,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
15938,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
15939,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15940,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15941,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
15942,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15943,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
15944,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
15945,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
15946,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
15947,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
15948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
15949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
15950,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
15951,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Forest
15952,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
15953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
15954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
15955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,NULL
15956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
15957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Cropland
15958,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
15959,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
15960,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
15961,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15962,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Cropland
15963,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
15964,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
15965,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15966,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
15967,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
15968,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
15969,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
15970,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15971,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
15972,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15973,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15974,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15975,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15976,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15977,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
15978,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
15979,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15980,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15981,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
15982,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
15983,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15984,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
15985,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
15986,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
15987,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
15988,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
15989,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
15990,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
15991,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
15992,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
